hname,shcode,expcode,etfchk,filler,gubun
셀트리온,068270,KR7068270008,0,,1
삼성출판사,068290,KR7068290006,0,,1
SK렌터카,068400,KR7068400001,0,,1
TKG휴켐스,069260,KR7069260008,0,,1
대호에이엘,069460,KR7069460004,0,,1
KODEX 200,069500,KR7069500007,1,,1
대웅제약,069620,KR7069620003,0,,1
한세엠케이,069640,KR7069640001,0,,1
KOSEF 200,069660,KR7069660009,1,,1
DSR제강,069730,KR7069730000,0,,1
현대백화점,069960,KR7069960003,0,,1
용평리조트,070960,KR7070960000,0,,1
한국금융지주,071050,KR7071050009,0,,1
한국금융지주우,071055,KR7071051007,0,,1
하이스틸,071090,KR7071090005,0,,1
지역난방공사,071320,KR7071320006,0,,1
롯데하이마트,071840,KR7071840003,0,,1
코아스,071950,KR7071950000,0,,1
STX중공업,071970,KR7071970008,0,,1
유엔젤,072130,KR7072130008,0,,1
농심홀딩스,072710,KR7072710007,0,,1
금호타이어,073240,KR7073240004,0,,1
이엔플러스,074610,KR7074610007,0,,1
새론오토모티브,075180,KR7075180000,0,,1
세진중공업,075580,KR7075580001,0,,1
유니퀘스트,077500,KR7077500007,0,,1
STX엔진,077970,KR7077970002,0,,1
텔코웨어,078000,KR7078000007,0,,1
에이블씨엔씨,078520,KR7078520004,0,,1
GS,078930,KR7078930005,0,,1
GS우,078935,KR7078931003,0,,1
CJ CGV,079160,KR7079160008,0,,1
현대리바트,079430,KR7079430005,0,,1
LIG넥스원,079550,KR7079550000,0,,1
휴비스,079980,KR7079980009,0,,1
일진다이아,081000,KR7081000002,0,,1
휠라홀딩스,081660,KR7081660003,0,,1
동양생명,082640,KR7082640004,0,,1
HSD엔진,082740,KR7082740002,0,,1
그린케미칼,083420,KR7083420000,0,,1
대한제강,084010,KR7084010008,0,,1
동양고속,084670,KR7084670009,0,,1
이월드,084680,KR7084680008,0,,1
대상홀딩스,084690,KR7084690007,0,,1
대상홀딩스우,084695,KR7084691005,0,,1
TBH글로벌,084870,KR7084870005,0,,1
엔케이,085310,KR7085310001,0,,1
미래에셋생명,085620,KR7085620003,0,,1
현대글로비스,086280,KR7086280005,0,,1
하나금융지주,086790,KR7086790003,0,,1
이리츠코크렙,088260,KR7088260005,0,,1
한화생명,088350,KR7088350004,0,,1
진도,088790,KR7088790001,0,,1
맥쿼리인프라,088980,KR7088980008,0,,1
HDC현대EP,089470,KR7089470009,0,,1
제주항공,089590,KR7089590004,0,,1
롯데렌탈,089860,KR7089860001,0,,1
평화산업,090080,KR7090080003,0,,1
노루페인트,090350,KR7090350000,0,,1
노루페인트우,090355,KR7090351008,0,,1
메타랩스,090370,KR7090370008,0,,1
아모레퍼시픽,090430,KR7090430000,0,,1
아모레퍼시픽우,090435,KR7090431008,0,,1
비에이치,090460,KR7090460007,0,,1
세원이앤씨,091090,KR7091090001,0,,1
KODEX 반도체,091160,KR7091160002,1,,1
KODEX 은행,091170,KR7091170001,1,,1
KODEX 자동차,091180,KR7091180000,1,,1
TIGER 은행,091220,KR7091220004,1,,1
TIGER 반도체,091230,KR7091230003,1,,1
티웨이항공,091810,KR7091810002,0,,1
디아이씨,092200,KR7092200005,0,,1
KEC,092220,KR7092220003,0,,1
KPX홀딩스,092230,KR7092230002,0,,1
기신정기,092440,KR7092440007,0,,1
동양피스톤,092780,KR7092780006,0,,1
넥스틸,092790,KR7092790005,0,,1
LF,093050,KR7093050003,0,,1
이아이디,093230,KR7093230001,0,,1
형지엘리트,093240,KR7093240000,0,,1
후성,093370,KR7093370005,0,,1
효성ITX,094280,KR7094280005,0,,1
맵스리얼티1,094800,KR7094800000,0,,1
AJ네트웍스,095570,KR7095570008,0,,1
웅진씽크빅,095720,KR7095720009,0,,1
JW홀딩스,096760,KR7096760004,0,,1
SK이노베이션,096770,KR7096770003,0,,1
SK이노베이션우,096775,KR7096771001,0,,1
HJ중공업,097230,KR7097230007,0,,1
엠씨넥스,097520,KR7097520001,0,,1
CJ제일제당,097950,KR7097950000,0,,1
CJ제일제당 우,097955,KR7097951008,0,,1
TIGER 방송통신,098560,KR7098560006,1,,1
KODEX 차이나H,099140,KR7099140006,1,,1
SK오션플랜트,100090,KR7100090000,0,,1
비상교육,100220,KR7100220003,0,,1
진양홀딩스,100250,KR7100250000,0,,1
SNT에너지,100840,KR7100840008,0,,1
KOSEF KRX100,100910,KR7100910009,1,,1
인바이오젠,101140,KR7101140002,0,,1
KODEX 일본TOPIX100,101280,KR7101280006,1,,1
해태제과식품,101530,KR7101530004,0,,1
TIGER 200,102110,KR7102110004,1,,1
동성케미컬,102260,KR7102260007,0,,1
쌍방울,102280,KR7102280005,0,,1
이연제약,102460,KR7102460003,0,,1
KODEX 삼성그룹,102780,KR7102780004,1,,1
KODEX 기계장비,102960,KR7102960002,1,,1
KODEX 증권,102970,KR7102970001,1,,1
풍산,103140,KR7103140000,0,,1
일진전기,103590,KR7103590006,0,,1
KOSEF 블루칩,104520,KR7104520002,1,,1
KOSEF 고배당,104530,KR7104530001,1,,1
한국철강,104700,KR7104700000,0,,1
TIGER 라틴35,105010,KR7105010003,1,,1
ACE 200,105190,KR7105190003,1,,1
KB금융,105560,KR7105560007,0,,1
한세실업,105630,KR7105630008,0,,1
KBSTAR 5대그룹주,105780,KR7105780001,1,,1
우진,105840,KR7105840003,0,,1
미원홀딩스,107590,KR7107590002,0,,1
LX세미콘,108320,KR7108320003,0,,1
ACE 삼성그룹섹터가중,108450,KR7108450008,1,,1
TREX 200,108590,KR7108590001,1,,1
LX하우시스,108670,KR7108670001,0,,1
LX하우시스우,108675,KR7108671009,0,,1
컨버즈,109070,KR7109070003,0,,1
호전실업,111110,KR7111110003,0,,1
동인기연,111380,KR7111380002,0,,1
영원무역,111770,KR7111770004,0,,1
씨에스윈드,112610,KR7112610001,0,,1
GKL,114090,KR7114090004,0,,1
KBSTAR 국고채3년,114100,KR7114100001,1,,1
KODEX 국고채3년,114260,KR7114260003,1,,1
ACE 국고채3년,114460,KR7114460009,1,,1
KOSEF 국고채3년,114470,KR7114470008,1,,1
KODEX 인버스,114800,KR7114800006,1,,1
TIGER 국채3년,114820,KR7114820004,1,,1
락앤락,115390,KR7115390007,0,,1
KODEX 에너지화학,117460,KR7117460006,1,,1
대성에너지,117580,KR7117580001,0,,1
KODEX 철강,117680,KR7117680009,1,,1
TIGER 차이나항셍25,117690,KR7117690008,1,,1
KODEX 건설,117700,KR7117700005,1,,1
에스메디,118000,KR7118000009,0,,1
KC코트렐,119650,KR7119650000,0,,1
조선선재,120030,KR7120030002,0,,1
코오롱인더,120110,KR7120110002,0,,1
코오롱인더우,120115,KR7120111000,0,,1
ARIRANG 코스피50,122090,KR7122090004,1,,1
KOSEF 통안채1년,122260,KR7122260003,1,,1
KODEX 레버리지,122630,KR7122630007,1,,1
아이마켓코리아,122900,KR7122900004,0,,1
TIGER 인버스,123310,KR7123310005,1,,1
TIGER 레버리지,123320,KR7123320004,1,,1
한국화장품,123690,KR7123690000,0,,1
SJM,123700,KR7123700007,0,,1
한국자산신탁,123890,KR7123890006,0,,1
현대퓨처넷,126560,KR7126560002,0,,1
수산인더스트리,126720,KR7126720002,0,,1
대성산업,128820,KR7128820008,0,,1
한미약품,128940,KR7128940004,0,,1
인터지스,129260,KR7129260006,0,,1
한전산업,130660,KR7130660004,0,,1
TIGER 원유선물Enhanced(H),130680,KR7130680002,1,,1
KOSEF 단기자금,130730,KR7130730005,1,,1
ACE 삼성그룹동일가중,131890,KR7131890006,1,,1
KODEX 골드선물(H),132030,KR7132030008,1,,1
TIGER 미국나스닥100,133690,KR7133690008,1,,1
화인베스틸,133820,KR7133820001,0,,1
미원화학,134380,KR7134380005,0,,1
시디즈,134790,KR7134790005,0,,1
KBSTAR 중기우량회사채,136340,KR7136340007,1,,1
선진,136490,KR7136490000,0,,1
에스디바이오센서,137310,KR7137310009,0,,1
TIGER 농산물선물Enhanced(H),137610,KR7137610002,1,,1
메리츠금융지주,138040,KR7138040001,0,,1
KOSEF 미국달러선물,138230,KR7138230008,1,,1
코오롱플라스틱,138490,KR7138490008,0,,1
TIGER 삼성그룹펀더멘털,138520,KR7138520002,1,,1
TIGER LG그룹+펀더멘털,138530,KR7138530001,1,,1
TIGER 현대차그룹+펀더멘털,138540,KR7138540000,1,,1
KODEX 구리선물(H),138910,KR7138910005,1,,1
KODEX 콩선물(H),138920,KR7138920004,1,,1
BNK금융지주,138930,KR7138930003,0,,1
DGB금융지주,139130,KR7139130009,0,,1
TIGER 200 건설,139220,KR7139220008,1,,1
TIGER 200 중공업,139230,KR7139230007,1,,1
TIGER 200 철강소재,139240,KR7139240006,1,,1
TIGER 200 에너지화학,139250,KR7139250005,1,,1
TIGER 200 IT,139260,KR7139260004,1,,1
TIGER 200 금융,139270,KR7139270003,1,,1
TIGER 경기방어,139280,KR7139280002,1,,1
TIGER 200 경기소비재,139290,KR7139290001,1,,1
TIGER 금속선물(H),139310,KR7139310007,1,,1
TIGER 금은선물(H),139320,KR7139320006,1,,1
이마트,139480,KR7139480008,0,,1
KOSEF 미국달러선물인버스,139660,KR7139660005,1,,1
아주스틸,139990,KR7139990006,0,,1
KBSTAR 수출주,140570,KR7140570003,1,,1
KBSTAR 우량업종대표주,140580,KR7140580002,1,,1
KODEX 보험,140700,KR7140700006,1,,1
KODEX 운송,140710,KR7140710005,1,,1
에이리츠,140910,KR7140910001,0,,1
파워 코스피100,140950,KR7140950007,1,,1
핸즈코퍼레이션,143210,KR7143210003,0,,1
ACE 밸류대형,143460,KR7143460004,1,,1
TIGER 미국S&P500선물(H),143850,KR7143850006,1,,1
TIGER 헬스케어,143860,KR7143860005,1,,1
KODEX 은선물(H),144600,KR7144600004,1,,1
다이나믹디자인,145210,KR7145210001,0,,1
케이탑리츠,145270,KR7145270005,0,,1
ACE 인버스,145670,KR7145670006,1,,1
덴티움,145720,KR7145720009,0,,1
TREX 펀더멘탈 200,145850,KR7145850004,1,,1
삼양사,145990,KR7145990008,0,,1
삼양사우,145995,KR7145991006,0,,1
TIGER 모멘텀,147970,KR7147970008,1,,1
KBSTAR 200,148020,KR7148020001,1,,1
KOSEF 국고채10년,148070,KR7148070006,1,,1
TIGER 중국소비테마,150460,KR7150460004,1,,1
ARIRANG 200,152100,KR7152100004,1,,1
KODEX 국채선물10년,152380,KR7152380002,1,,1
ACE 레버리지,152500,KR7152500005,1,,1
한국ANKOR유전,152550,KR7152550000,0,,1
파워 200,152870,KR7152870002,1,,1
KODEX 단기채권,153130,KR7153130000,1,,1
KOSEF 코스피100,153270,KR7153270004,1,,1
DSR,155660,KR7155660004,0,,1
KODEX MSCI Korea,156080,KR7156080004,1,,1
TIGER 단기통안채,157450,KR7157450008,1,,1
TIGER 소프트웨어,157490,KR7157490004,1,,1
TIGER 증권,157500,KR7157500000,1,,1
마이티 코스피100,159800,KR7159800002,1,,1
TIGER 구리실물,160580,KR7160580007,1,,1
애경케미칼,161000,KR7161000005,0,,1
한국타이어앤테크놀로지,161390,KR7161390000,0,,1
ARIRANG 고배당주,161510,KR7161510003,1,,1
한국콜마,161890,KR7161890009,0,,1
동일고무벨트,163560,KR7163560006,0,,1
TIGER 200커버드콜5%OTM,166400,KR7166400002,1,,1
KOSEF 국고채10년레버리지,167860,KR7167860006,1,,1
KTOP 코스피50,168300,KR7168300002,1,,1
한국패러랠,168490,KR7168490001,0,,1
ACE 중국본토CSI300,168580,KR7168580009,1,,1
KODEX 차이나A50,169950,KR7169950003,1,,1
동아에스티,170900,KR7170900005,0,,1
TIGER 로우볼,174350,KR7174350009,1,,1
KBSTAR 중국본토대형주CSI100,174360,KR7174360008,1,,1
JB금융지주,175330,KR7175330000,0,,1
KODEX 국채선물10년인버스,176950,KR7176950004,1,,1
PI첨단소재,178920,KR7178920005,0,,1
한진칼,180640,KR7180640005,0,,1
한진칼우,18064K,KR718064K016,0,,1
ACE 미국다우존스리츠(합성 H),181480,KR7181480005,1,,1
NHN,181710,KR7181710005,0,,1
TIGER 미국MSCI리츠(합성 H),182480,KR7182480004,1,,1
TIGER 단기선진하이일드(합성 H),182490,KR7182490003,1,,1
아세아시멘트,183190,KR7183190008,0,,1
KBSTAR 채권혼합,183700,KR7183700004,1,,1
KBSTAR 주식혼합,183710,KR7183710003,1,,1
KODEX 미국S&P바이오(합성),185680,KR7185680006,1,,1
종근당,185750,KR7185750007,0,,1
ARIRANG 글로벌MSCI(합성 H),189400,KR7189400005,1,,1
ACE 단기통안채,190620,KR7190620005,1,,1
더블유게임즈,192080,KR7192080000,0,,1
TIGER 차이나CSI300,192090,KR7192090009,1,,1
쿠쿠홀딩스,192400,KR7192400000,0,,1
드림텍,192650,KR7192650000,0,,1
파워 고배당저변동성,192720,KR7192720001,1,,1
코스맥스,192820,KR7192820009,0,,1
제이에스코퍼레이션,194370,KR7194370003,0,,1
해성디에스,195870,KR7195870001,0,,1
TIGER 일본TOPIX(합성 H),195920,KR7195920004,1,,1
TIGER 유로스탁스50(합성 H),195930,KR7195930003,1,,1
ARIRANG 선진국MSCI(합성 H),195970,KR7195970009,1,,1
ARIRANG 신흥국MSCI(합성 H),195980,KR7195980008,1,,1
ACE 일본TOPIX레버리지(H),196030,KR7196030001,1,,1
KBSTAR 단기통안채,196230,KR7196230007,1,,1
KODEX 미국S&P500산업재(합성),200030,KR7200030005,1,,1
KOSEF 인도Nifty50(합성),200250,KR7200250009,1,,1
서연이화,200880,KR7200880003,0,,1
TIGER 미국나스닥바이오,203780,KR7203780002,1,,1
모두투어리츠,204210,KR7204210009,0,,1
HL만도,204320,KR7204320006,0,,1
KODEX 차이나H레버리지(H),204450,KR7204450001,1,,1
TIGER 차이나CSI300레버리지(합성),204480,KR7204480008,1,,1
ACE 일본TOPIX인버스(합성 H),205720,KR7205720006,1,,1
삼성바이오로직스,207940,KR7207940008,0,,1
디와이파워,210540,KR7210540001,0,,1
TIGER 코스피고배당,210780,KR7210780003,1,,1
SK디앤디,210980,KR7210980009,0,,1
TIGER 배당성장,211560,KR7211560008,1,,1
KODEX 배당성장,211900,KR7211900006,1,,1
한솔제지,213500,KR7213500002,0,,1
KODEX 삼성그룹밸류,213610,KR7213610009,1,,1
ARIRANG 미국다우존스고배당주(합성 H),213630,KR7213630007,1,,1
이노션,214320,KR7214320004,0,,1
금호에이치티,214330,KR7214330003,0,,1
경보제약,214390,KR7214390007,0,,1
토니모리,214420,KR7214420002,0,,1
KODEX 단기채권PLUS,214980,KR7214980005,1,,1
HK S&P코리아로우볼,215620,KR7215620006,1,,1
TIGER 원유선물인버스(H),217770,KR7217770007,1,,1
TIGER 차이나CSI300인버스(합성),217780,KR7217780006,1,,1
KODEX 미국S&P500에너지(합성),218420,KR7218420008,1,,1
KBSTAR 미국S&P원유생산기업(합성 H),219390,KR7219390002,1,,1
KODEX 미국S&P500선물(H),219480,KR7219480001,1,,1
ACE 중국본토CSI300레버리지(합성),219900,KR7219900008,1,,1
SOL 차이나강소기업CSI500(합성 H),220130,KR7220130009,1,,1
KODEX 200가치저변동,223190,KR7223190000,1,,1
TIGER 미국S&P500선물인버스(H),225030,KR7225030006,1,,1
TIGER 미국S&P500레버리지(합성 H),225040,KR7225040005,1,,1
TIGER 유로스탁스레버리지(합성 H),225050,KR7225050004,1,,1
TIGER 이머징마켓MSCI레버리지(합성 H),225060,KR7225060003,1,,1
ACE 골드선물 레버리지(합성 H),225130,KR7225130004,1,,1
KOSEF 미국달러선물레버리지,225800,KR7225800002,1,,1
잇츠한불,226320,KR7226320000,0,,1
ACE Fn성장소비주도주,226380,KR7226380004,1,,1
KODEX 코스피,226490,KR7226490001,1,,1
KODEX 200 중소형,226980,KR7226980001,1,,1
TIGER 200 헬스케어,227540,KR7227540002,1,,1
TIGER 200 산업재,227550,KR7227550001,1,,1
TIGER 200 생활소비재,227560,KR7227560000,1,,1
TIGER 우량가치,227570,KR7227570009,1,,1
ARIRANG 코스피,227830,KR7227830007,1,,1
현대코퍼레이션홀딩스,227840,KR7227840006,0,,1
TIGER 화장품,228790,KR7228790002,1,,1
TIGER 여행레저,228800,KR7228800009,1,,1
TIGER 미디어컨텐츠,228810,KR7228810008,1,,1
TIGER KTOP30,228820,KR7228820007,1,,1
KODEX 코스닥150,229200,KR7229200001,1,,1
LS전선아시아,229640,KR7229640008,0,,1
KODEX KTOP30,229720,KR7229720008,1,,1
KOSEF 미국달러선물인버스2X,230480,KR7230480006,1,,1
TIGER 코스닥150,232080,KR7232080002,1,,1
TIGER 코스닥150 레버리지,233160,KR7233160001,1,,1
KODEX 코스닥150레버리지,233740,KR7233740000,1,,1
JW생명과학,234080,KR7234080000,0,,1
KBSTAR V&S셀렉트밸류,234310,KR7234310001,1,,1
TIGER 인도니프티50레버리지(합성),236350,KR7236350005,1,,1
KODEX 코스피100,237350,KR7237350004,1,,1
KODEX 배당성장채권혼합,237370,KR7237370002,1,,1
TIGER 경기방어채권혼합,237440,KR7237440003,1,,1
ARIRANG 스마트베타Quality채권혼합,238670,KR7238670004,1,,1
ACE 일본Nikkei225(H),238720,KR7238720007,1,,1
ARIRANG 우량회사채50 1년,239660,KR7239660004,1,,1
TIGER 일본니케이225,241180,KR7241180009,1,,1
KBSTAR V&S셀렉트밸류채권혼합,241390,KR7241390004,1,,1
두산밥캣,241560,KR7241560002,0,,1
화승엔터프라이즈,241590,KR7241590009,0,,1
TIGER 200IT레버리지,243880,KR7243880002,1,,1
TIGER 200에너지화학레버리지,243890,KR7243890001,1,,1
KODEX 바이오,244580,KR7244580007,1,,1
KODEX 모멘텀Plus,244620,KR7244620001,1,,1
KODEX 퀄리티Plus,244660,KR7244660007,1,,1
KODEX 밸류Plus,244670,KR7244670006,1,,1
에이플러스에셋,244920,KR7244920005,0,,1
TIGER 미국다우존스30,245340,KR7245340005,1,,1
TIGER 유로스탁스배당30,245350,KR7245350004,1,,1
TIGER 차이나HSCEI,245360,KR7245360003,1,,1
ACE 베트남VN30(합성),245710,KR7245710009,1,,1
솔루엠,248070,KR7248070005,0,,1
샘표식품,248170,KR7248170003,0,,1
TIGER S&P글로벌헬스케어(합성),248270,KR7248270001,1,,1
일동제약,249420,KR7249420001,0,,1
KBSTAR 차이나HSCEI(H),250730,KR7250730009,1,,1
TIGER 코스닥150선물인버스,250780,KR7250780004,1,,1
넷마블,251270,KR7251270005,0,,1
KODEX 코스닥150선물인버스,251340,KR7251340006,1,,1
KODEX 선진국MSCI World,251350,KR7251350005,1,,1
ARIRANG 고배당저변동50,251590,KR7251590006,1,,1
ARIRANG 고배당주채권혼합,251600,KR7251600003,1,,1
TIGER 200동일가중,252000,KR7252000005,1,,1
KBSTAR 200선물레버리지,252400,KR7252400007,1,,1
KBSTAR 200선물인버스,252410,KR7252410006,1,,1
KBSTAR 200선물인버스2X,252420,KR7252420005,1,,1
KODEX 200동일가중,252650,KR7252650007,1,,1
KODEX 200선물인버스2X,252670,KR7252670005,1,,1
TIGER 200선물인버스2X,252710,KR7252710009,1,,1
KBSTAR 모멘텀밸류,252720,KR7252720008,1,,1
KBSTAR 모멘텀로우볼,252730,KR7252730007,1,,1
ARIRANG 200선물레버리지,253150,KR7253150007,1,,1
ARIRANG 200선물인버스2X,253160,KR7253160006,1,,1
KOSEF 200선물인버스2X,253230,KR7253230007,1,,1
KOSEF 200선물인버스,253240,KR7253240006,1,,1
KOSEF 200선물레버리지,253250,KR7253250005,1,,1
KBSTAR 헬스케어,253280,KR7253280002,1,,1
KBSTAR 헬스케어채권혼합,253290,KR7253290001,1,,1
ACE 인도네시아MSCI(합성),256440,KR7256440009,1,,1
ARIRANG 심천차이넥스트(합성),256450,KR7256450008,1,,1
KODEX 차이나심천ChiNext(합성),256750,KR7256750001,1,,1
크래프톤,259960,KR7259960003,0,,1
TIGER 코스닥150IT,261060,KR7261060008,1,,1
TIGER 코스닥150바이오테크,261070,KR7261070007,1,,1
TIGER 미국달러선물레버리지,261110,KR7261110001,1,,1
TIGER 미국달러선물인버스2X,261120,KR7261120000,1,,1
TIGER 우선주,261140,KR7261140008,1,,1
KODEX WTI원유선물(H),261220,KR7261220008,1,,1
KODEX 미국달러선물,261240,KR7261240006,1,,1
KODEX 미국달러선물레버리지,261250,KR7261250005,1,,1
KODEX 미국달러선물인버스2X,261260,KR7261260004,1,,1
KODEX 미국달러선물인버스,261270,KR7261270003,1,,1
ACE 필리핀MSCI(합성),261920,KR7261920003,1,,1
크라운제과,264900,KR7264900002,0,,1
크라운제과우,26490K,KR726490K013,0,,1
ACE 러시아MSCI(합성),265690,KR7265690008,1,,1
KBSTAR 고배당,266160,KR7266160001,1,,1
KODEX 미디어&엔터테인먼트,266360,KR7266360007,1,,1
KODEX IT,266370,KR7266370006,1,,1
KODEX 경기소비재,266390,KR7266390004,1,,1
KODEX 필수소비재,266410,KR7266410000,1,,1
KODEX 헬스케어,266420,KR7266420009,1,,1
ARIRANG 중형주저변동50,266550,KR7266550003,1,,1
HD현대,267250,KR7267250009,0,,1
HD현대일렉트릭,267260,KR7267260008,0,,1
HD현대건설기계,267270,KR7267270007,0,,1
경동도시가스,267290,KR7267290005,0,,1
KBSTAR 미국장기국채선물(H),267440,KR7267440006,1,,1
KBSTAR 미국장기국채선물인버스(H),267450,KR7267450005,1,,1
KBSTAR 미국장기국채선물레버리지(합성 H),267490,KR7267490001,1,,1
KBSTAR 미국장기국채선물인버스2X(합성 H),267500,KR7267500007,1,,1
TIGER 200선물레버리지,267770,KR7267770006,1,,1
아시아나IDT,267850,KR7267850006,0,,1
미원에스씨,268280,KR7268280005,0,,1
TIGER S&P글로벌인프라(합성),269370,KR7269370003,1,,1
KODEX S&P글로벌인프라(합성),269420,KR7269420006,1,,1
ARIRANG S&P글로벌인프라,269530,KR7269530002,1,,1
ARIRANG 미국S&P500(H),269540,KR7269540001,1,,1
KBSTAR KQ고배당,270800,KR7270800006,1,,1
KBSTAR 코스닥150,270810,KR7270810005,1,,1
KODEX WTI원유선물인버스(H),271050,KR7271050007,1,,1
KODEX 3대농산물선물(H),271060,KR7271060006,1,,1
오리온,271560,KR7271560005,0,,1
일진하이솔루스,271940,KR7271940009,0,,1
제일약품,271980,KR7271980005,0,,1
한화시스템,272210,KR7272210006,0,,1
ACE 스마트모멘텀,272220,KR7272220005,1,,1
ACE 스마트밸류,272230,KR7272230004,1,,1
진에어,272450,KR7272450008,0,,1
삼양패키징,272550,KR7272550005,0,,1
KBSTAR 단기국공채액티브,272560,KR7272560004,1,,1
KBSTAR 중장기국공채액티브,272570,KR7272570003,1,,1
TIGER 단기채권액티브,272580,KR7272580002,1,,1
ACE 중장기국공채액티브,272910,KR7272910001,1,,1
KODEX 종합채권(AA-이상)액티브,273130,KR7273130005,1,,1
KODEX 단기변동금리부채권액티브,273140,KR7273140004,1,,1
KODEX MSCI모멘텀,275280,KR7275280006,1,,1
KODEX MSCI밸류,275290,KR7275290005,1,,1
KODEX MSCI퀄리티,275300,KR7275300002,1,,1
KBSTAR 코스닥150선물인버스,275750,KR7275750008,1,,1
TIGER 글로벌4차산업혁신기술(합성 H),275980,KR7275980001,1,,1
TIGER 글로벌자원생산기업(합성 H),276000,KR7276000007,1,,1
KBSTAR 글로벌4차산업IT(합성 H),276650,KR7276650009,1,,1
KODEX 미국S&P500배당귀족커버드콜(합성 H),276970,KR7276970001,1,,1
KODEX 글로벌로봇(합성),276990,KR7276990009,1,,1
ACE 아시아TOP50S&P,277540,KR7277540001,1,,1
TIGER 코스피,277630,KR7277630000,1,,1
TIGER 코스피대형주,277640,KR7277640009,1,,1
TIGER 코스피중형주,277650,KR7277650008,1,,1
KBSTAR 코스닥150선물레버리지,278240,KR7278240007,1,,1
ARIRANG ESG우수기업,278420,KR7278420005,1,,1
KODEX 200TR,278530,KR7278530001,1,,1
KODEX MSCI Korea TR,278540,KR7278540000,1,,1
ARIRANG 단기채권액티브,278620,KR7278620000,1,,1
KODEX 고배당,279530,KR7279530000,1,,1
KODEX 최소변동성,279540,KR7279540009,1,,1
ACE 미국IT인터넷S&P(합성 H),280320,KR7280320003,1,,1
롯데웰푸드,280360,KR7280360009,0,,1
ARIRANG 주도업종,280920,KR7280920000,1,,1
KODEX 미국러셀2000(H),280930,KR7280930009,1,,1
KODEX 골드선물인버스(H),280940,KR7280940008,1,,1
케이씨텍,281820,KR7281820001,0,,1
KBSTAR 중소형고배당,281990,KR7281990002,1,,1
KBSTAR 국고채3년선물인버스,282000,KR7282000009,1,,1
BGF리테일,282330,KR7282330000,0,,1
동아타이어,282690,KR7282690007,0,,1
KODEX 차이나CSI300,283580,KR7283580009,1,,1
KODEX 200미국채혼합,284430,KR7284430006,1,,1
쿠쿠홈시스,284740,KR7284740008,0,,1
KBSTAR 200금융,284980,KR7284980000,1,,1
KBSTAR 200에너지화학,284990,KR7284990009,1,,1
KBSTAR 200IT,285000,KR7285000006,1,,1
KBSTAR 200중공업,285010,KR7285010005,1,,1
KBSTAR 200철강소재,285020,KR7285020004,1,,1
SK케미칼,285130,KR7285130001,0,,1
SK케미칼우,28513K,KR728513K010,0,,1
FOCUS ESG리더스,285690,KR7285690004,1,,1
롯데정보통신,286940,KR7286940002,0,,1
ARIRANG 미국나스닥테크,287180,KR7287180004,1,,1
KBSTAR 200건설,287300,KR7287300008,1,,1
KBSTAR 200경기소비재,287310,KR7287310007,1,,1
KBSTAR 200산업재,287320,KR7287320006,1,,1
KBSTAR 200생활소비재,287330,KR7287330005,1,,1
KODEX MSCI KOREA ESG유니버설,289040,KR7289040008,1,,1
TIGER MSCI KOREA ESG유니버설,289250,KR7289250003,1,,1
TIGER MSCI KOREA ESG리더스,289260,KR7289260002,1,,1
TIGER 200커버드콜ATM,289480,KR7289480006,1,,1
ARIRANG 국채선물10년,289670,KR7289670002,1,,1
KBSTAR 200고배당커버드콜ATM,290080,KR7290080001,1,,1
KBSTAR ESG사회책임투자,290130,KR7290130004,1,,1
ACE 멕시코MSCI(합성),291130,KR7291130003,1,,1
KOSEF 코스닥150선물인버스,291620,KR7291620003,1,,1
KOSEF 코스닥150선물레버리지,291630,KR7291630002,1,,1
KBSTAR 차이나H선물인버스(H),291680,KR7291680007,1,,1
KODEX MSCI EM선물(H),291890,KR7291890002,1,,1
KBSTAR KRX300,292050,KR7292050002,1,,1
TIGER TOP10,292150,KR7292150000,1,,1
TIGER KRX300,292160,KR7292160009,1,,1
KODEX KRX300,292190,KR7292190006,1,,1
마이티 200커버드콜ATM레버리지,292340,KR7292340007,1,,1
SOL KRX300,292500,KR7292500006,1,,1
TIGER 일본엔선물,292560,KR7292560000,1,,1
FOCUS KRX300,292730,KR7292730009,1,,1
ARIRANG KRX300,292750,KR7292750007,1,,1
KODEX 국채선물3년인버스,292770,KR7292770005,1,,1
HANARO 200,293180,KR7293180006,1,,1
하나제약,293480,KR7293480000,0,,1
신한알파리츠,293940,KR7293940003,0,,1
KOSEF 200TR,294400,KR7294400007,1,,1
HDC현대산업개발,294870,KR7294870001,0,,1
KBSTAR 국채선물10년,295000,KR7295000004,1,,1
KBSTAR 국채선물10년인버스,295020,KR7295020002,1,,1
SOL 200TR,295040,KR7295040000,1,,1
ARIRANG 200동일가중,295820,KR7295820005,1,,1
효성화학,298000,KR7298000001,0,,1
효성티앤씨,298020,KR7298020009,0,,1
효성중공업,298040,KR7298040007,0,,1
효성첨단소재,298050,KR7298050006,0,,1
ARIRANG 국채선물3년,298340,KR7298340001,1,,1
에어부산,298690,KR7298690009,0,,1
KODEX 한국대만IT프리미어,298770,KR7298770009,1,,1
ACE 국채선물10년인버스,299070,KR7299070003,1,,1
ACE 국채선물3년인버스,299080,KR7299080002,1,,1
TIGER K게임,300610,KR7300610003,1,,1
KBSTAR 게임테마,300640,KR7300640000,1,,1
한일시멘트,300720,KR7300720000,0,,1
KODEX 게임산업,300950,KR7300950003,1,,1
