hname,shcode,expcode,etfchk,filler,gubun
비나텍,126340,KR7126340009,0,,2
BGF에코머티리얼즈,126600,KR7126600006,0,,2
화신정공,126640,KR7126640002,0,,2
하이비젼시스템,126700,KR7126700004,0,,2
제이엔케이히터,126880,KR7126880004,0,,2
디엔에이링크,127120,KR7127120004,0,,2
아시아경제,127710,KR7127710002,0,,2
화인써키트,127980,KR7127980001,0,,2
에코캡,128540,KR7128540002,0,,2
피제이메탈,128660,KR7128660008,0,,2
앱코,129890,KR7129890000,0,,2
대성하이텍,129920,KR7129920005,0,,2
GH신소재,130500,KR7130500002,0,,2
나이스디앤비,130580,KR7130580004,0,,2
티피씨글로벌,130740,KR7130740004,0,,2
옵투스제약,131030,KR7131030009,0,,2
시큐브,131090,KR7131090003,0,,2
티엔엔터테인먼트,131100,KR7131100000,0,,2
딜리,131180,KR7131180002,0,,2
대한과학,131220,KR7131220006,0,,2
티에스이,131290,KR7131290009,0,,2
알서포트,131370,KR7131370009,0,,2
이브이첨단소재,131400,KR7131400004,0,,2
파인텍,131760,KR7131760001,0,,2
두산테스나,131970,KR7131970006,0,,2
메가엠디,133750,KR7133750000,0,,2
이퓨쳐,134060,KR7134060003,0,,2
탑코미디어,134580,KR7134580000,0,,2
아셈스,136410,KR7136410008,0,,2
하림,136480,KR7136480001,0,,2
스마트솔루션즈,136510,KR7136510005,0,,2
윈스,136540,KR7136540002,0,,2
나래나노텍,137080,KR7137080008,0,,2
피엔티,137400,KR7137400008,0,,2
넥스트아이,137940,KR7137940003,0,,2
제이씨케미칼,137950,KR7137950002,0,,2
신진에스엠,138070,KR7138070008,0,,2
오이솔루션,138080,KR7138080007,0,,2
협진,138360,KR7138360003,0,,2
비즈니스온,138580,KR7138580006,0,,2
나이벡,138610,KR7138610001,0,,2
시티랩스,139050,KR7139050009,0,,2
키네마스터,139670,KR7139670004,0,,2
서플러스글로벌,140070,KR7140070004,0,,2
메지온,140410,KR7140410002,0,,2
대창스틸,140520,KR7140520008,0,,2
알에스오토메이션,140670,KR7140670001,0,,2
파크시스템스,140860,KR7140860008,0,,2
비아트론,141000,KR7141000000,0,,2
디에스앤엘,141020,KR7141020008,0,,2
레고켐바이오,141080,KR7141080002,0,,2
유니트론텍,142210,KR7142210004,0,,2
녹십자엠에스,142280,KR7142280007,0,,2
비엘,142760,KR7142760008,0,,2
아이디스,143160,KR7143160000,0,,2
사람인,143240,KR7143240000,0,,2
영우디에스피,143540,KR7143540003,0,,2
지씨셀,144510,KR7144510005,0,,2
뉴파워프라즈마,144960,KR7144960002,0,,2
휴젤,145020,KR7145020004,0,,2
율촌,146060,KR7146060009,0,,2
비씨엔씨,146320,KR7146320007,0,,2
피엠티,147760,KR7147760003,0,,2
제룡산업,147830,KR7147830004,0,,2
비디아이,148140,KR7148140007,0,,2
세경하이테크,148150,KR7148150006,0,,2
알엔투테크놀로지,148250,KR7148250004,0,,2
비플라이소프트,148780,KR7148780000,0,,2
에이치와이티씨,148930,KR7148930001,0,,2
아바텍,149950,KR7149950008,0,,2
하이로닉,149980,KR7149980005,0,,2
인트로메딕,150840,KR7150840007,0,,2
파수,150900,KR7150900009,0,,2
KG ETS,151860,KR7151860004,0,,2
SBW생명과학,151910,KR7151910007,0,,2
네이블,153460,KR7153460001,0,,2
우리이앤엘,153490,KR7153490008,0,,2
옵티팜,153710,KR7153710009,0,,2
아시아종묘,154030,KR7154030001,0,,2
다산솔루에타,154040,KR7154040000,0,,2
와이엠씨,155650,KR7155650005,0,,2
엘앤케이바이오,156100,KR7156100000,0,,2
아톤,158430,KR7158430009,0,,2
아스플로,159010,KR7159010008,0,,2
제로투세븐,159580,KR7159580000,0,,2
스킨앤스킨,159910,KR7159910009,0,,2
NEW,160550,KR7160550000,0,,2
이큐셀,160600,KR7160600003,0,,2
싸이맥스,160980,KR7160980009,0,,2
THE MIDONG,161570,KR7161570007,0,,2
필옵틱스,161580,KR7161580006,0,,2
신스틸,162300,KR7162300008,0,,2
핑거,163730,KR7163730005,0,,2
이루다,164060,KR7164060006,0,,2
하나머티리얼즈,166090,KR7166090001,0,,2
코아스템켐온,166480,KR7166480004,0,,2
내츄럴엔도텍,168330,KR7168330009,0,,2
펨트론,168360,KR7168360006,0,,2
엠브레인,169330,KR7169330008,0,,2
현대공업,170030,KR7170030001,0,,2
파이오링크,170790,KR7170790000,0,,2
엘티씨,170920,KR7170920003,0,,2
램테크놀러지,171010,KR7171010002,0,,2
선익시스템,171090,KR7171090004,0,,2
라이온켐텍,171120,KR7171120009,0,,2
에이엘티,172670,KR7172670002,0,,2
오파스넷,173130,KR7173130006,0,,2
에프엔씨엔터,173940,KR7173940008,0,,2
장원테크,174880,KR7174880005,0,,2
앱클론,174900,KR7174900001,0,,2
인포마크,175140,KR7175140003,0,,2
아이큐어,175250,KR7175250000,0,,2
베셀,177350,KR7177350006,0,,2
파버나인,177830,KR7177830007,0,,2
서진시스템,178320,KR7178320008,0,,2
일월지엠엘,178780,KR7178780003,0,,2
엠아이텍,179290,KR7179290002,0,,2
애드바이오텍,179530,KR7179530001,0,,2
유티아이,179900,KR7179900006,0,,2
DXVX,180400,KR7180400004,0,,2
이즈미디어,181340,KR7181340001,0,,2
큐브엔터,182360,KR7182360008,0,,2
엔케이맥스,182400,KR7182400002,0,,2
코미코,183300,KR7183300003,0,,2
엔지켐생명과학,183490,KR7183490002,0,,2
SGA솔루션즈,184230,KR7184230001,0,,2
아이진,185490,KR7185490000,0,,2
그린플러스,186230,KR7186230009,0,,2
디티앤씨,187220,KR7187220009,0,,2
신화콘텍,187270,KR7187270004,0,,2
제노포커스,187420,KR7187420005,0,,2
에이디엠코리아,187660,KR7187660006,0,,2
나노,187790,KR7187790001,0,,2
디바이스이엔지,187870,KR7187870001,0,,2
세니젠,188260,KR7188260004,0,,2
인텔리안테크,189300,KR7189300007,0,,2
씨이랩,189330,KR7189330004,0,,2
포시에스,189690,KR7189690001,0,,2
서전기전,189860,KR7189860000,0,,2
흥국에프엔비,189980,KR7189980006,0,,2
나무가,190510,KR7190510008,0,,2
코리아에셋투자증권,190650,KR7190650002,0,,2
육일씨엔에쓰,191410,KR7191410000,0,,2
테고사이언스,191420,KR7191420009,0,,2
케이사인,192250,KR7192250009,0,,2
윈하이텍,192390,KR7192390003,0,,2
휴림네트웍스,192410,KR7192410009,0,,2
슈피겐코리아,192440,KR7192440006,0,,2
와이제이엠게임즈,193250,KR7193250008,0,,2
데브시스터즈,194480,KR7194480000,0,,2
노바렉스,194700,KR7194700001,0,,2
마니커에프앤지,195500,KR7195500004,0,,2
HK이노엔,195940,KR7195940002,0,,2
에이비프로바이오,195990,KR7195990007,0,,2
알테오젠,196170,KR7196170005,0,,2
애니젠,196300,KR7196300008,0,,2
코아시아씨엠,196450,KR7196450001,0,,2
디에이테크놀로지,196490,KR7196490007,0,,2
웹스,196700,KR7196700009,0,,2
디지캡,197140,KR7197140007,0,,2
엔피디,198080,KR7198080004,0,,2
고려시멘트,198440,KR7198440000,0,,2
한주라이트메탈,198940,KR7198940009,0,,2
바이오인프라,199730,KR7199730003,0,,2
툴젠,199800,KR7199800004,0,,2
제일전기공업,199820,KR7199820002,0,,2
콜마비앤에이치,200130,KR7200130003,0,,2
텔콘RF제약,200230,KR7200230001,0,,2
래몽래인,200350,KR7200350007,0,,2
에이팩트,200470,KR7200470003,0,,2
휴메딕스,200670,KR7200670008,0,,2
에이디테크놀로지,200710,KR7200710002,0,,2
비씨월드제약,200780,KR7200780005,0,,2
미투온,201490,KR7201490000,0,,2
에이비온,203400,KR7203400007,0,,2
유니온커뮤니티,203450,KR7203450002,0,,2
드림시큐리티,203650,KR7203650007,0,,2
스피어파워,203690,KR7203690003,0,,2
그리티,204020,KR7204020002,0,,2
제이앤티씨,204270,KR7204270003,0,,2
티쓰리,204610,KR7204610000,0,,2
글로벌텍스프리,204620,KR7204620009,0,,2
스튜디오산타클로스,204630,KR7204630008,0,,2
지엘팜텍,204840,KR7204840003,0,,2
엑셈,205100,KR7205100001,0,,2
휴마시스,205470,KR7205470008,0,,2
액션스퀘어,205500,KR7205500002,0,,2
베노티앤알,206400,KR7206400004,0,,2
덱스터,206560,KR7206560005,0,,2
바디텍메드,206640,KR7206640005,0,,2
유바이오로직스,206650,KR7206650004,0,,2
미스터블루,207760,KR7207760000,0,,2
정다운,208140,KR7208140004,0,,2
파멥신,208340,KR7208340000,0,,2
지란지교시큐리티,208350,KR7208350009,0,,2
셀바스헬스케어,208370,KR7208370007,0,,2
썸에이지,208640,KR7208640003,0,,2
바이오로그디바이스,208710,KR7208710004,0,,2
엔지스테크널러지,208860,KR7208860007,0,,2
빅텐츠,210120,KR7210120002,0,,2
인카금융서비스,211050,KR7211050000,0,,2
AP위성,211270,KR7211270004,0,,2
네오오토,212560,KR7212560007,0,,2
덕산네오룩스,213420,KR7213420003,0,,2
클래시스,214150,KR7214150005,0,,2
헥토이노베이션,214180,KR7214180002,0,,2
라파스,214260,KR7214260002,0,,2
FSN,214270,KR7214270001,0,,2
에스엘에너지,214310,KR7214310005,0,,2
케어젠,214370,KR7214370009,0,,2
아이쓰리시스템,214430,KR7214430001,0,,2
파마리서치,214450,KR7214450009,0,,2
미코바이오메드,214610,KR7214610008,0,,2
디알텍,214680,KR7214680001,0,,2
뉴지랩파마,214870,KR7214870008,0,,2
골프존,215000,KR7215000001,0,,2
휴센텍,215090,KR7215090002,0,,2
로보로보,215100,KR7215100009,0,,2
메가스터디교육,215200,KR7215200007,0,,2
우리산업,215360,KR7215360009,0,,2
우정바이오,215380,KR7215380007,0,,2
토박스코리아,215480,KR7215480005,0,,2
신라젠,215600,KR7215600008,0,,2
이노인스트루먼트,215790,KR7215790007,0,,2
인크로스,216050,KR7216050005,0,,2
제테마,216080,KR7216080002,0,,2
제너셈,217190,KR7217190008,0,,2
넵튠,217270,KR7217270008,0,,2
싸이토젠,217330,KR7217330000,0,,2
에스디생명공학,217480,KR7217480003,0,,2
러셀,217500,KR7217500008,0,,2
디딤이앤에프,217620,KR7217620004,0,,2
강스템바이오텍,217730,KR7217730001,0,,2
원익피앤이,217820,KR7217820000,0,,2
미래생명자원,218150,KR7218150001,0,,2
RFHIC,218410,KR7218410009,0,,2
타이거일렉,219130,KR7219130002,0,,2
링크제니시스,219420,KR7219420007,0,,2
디와이디,219550,KR7219550001,0,,2
지티지웰니스,219750,KR7219750007,0,,2
퓨쳐켐,220100,KR7220100002,0,,2
핸디소프트,220180,KR7220180004,0,,2
켐트로스,220260,KR7220260004,0,,2
유투바이오,221800,KR7221800006,0,,2
하이즈항공,221840,KR7221840002,0,,2
케이디켐,221980,KR7221980006,0,,2
코스맥스엔비티,222040,KR7222040008,0,,2
씨아이에스,222080,KR7222080004,0,,2
팬젠,222110,KR7222110009,0,,2
바이옵트로,222160,KR7222160004,0,,2
쎄노텍,222420,KR7222420002,0,,2
심텍,222800,KR7222800005,0,,2
세토피아,222810,KR7222810004,0,,2
한국맥널티,222980,KR7222980005,0,,2
드림씨아이에스,223250,KR7223250002,0,,2
커머스마이너,223310,KR7223310004,0,,2
더코디,224060,KR7224060004,0,,2
에이텍모빌리티,224110,KR7224110007,0,,2
삼양옵틱스,225190,KR7225190008,0,,2
제놀루션,225220,KR7225220003,0,,2
케이엠제약,225430,KR7225430008,0,,2
보광산업,225530,KR7225530005,0,,2
넥슨게임즈,225570,KR7225570001,0,,2
패션플랫폼,225590,KR7225590009,0,,2
신테카바이오,226330,KR7226330009,0,,2
본느,226340,KR7226340008,0,,2
KH 건설,226360,KR7226360006,0,,2
오스테오닉,226400,KR7226400000,0,,2
한송네오텍,226440,KR7226440006,0,,2
올릭스,226950,KR7226950004,0,,2
에이치앤비디자인,227100,KR7227100005,0,,2
아우딘퓨쳐스,227610,KR7227610003,0,,2
엔투텍,227950,KR7227950003,0,,2
동양파일,228340,KR7228340006,0,,2
레이,228670,KR7228670006,0,,2
지노믹트리,228760,KR7228760005,0,,2
레이언스,228850,KR7228850004,0,,2
젠큐릭스,229000,KR7229000005,0,,2
에치에프알,230240,KR7230240004,0,,2
에코마케팅,230360,KR7230360000,0,,2
비유테크놀러지,230980,KR7230980005,0,,2
와이아이케이,232140,KR7232140004,0,,2
라온테크,232680,KR7232680009,0,,2
시큐센,232830,KR7232830000,0,,2
폴라리스세원,234100,KR7234100006,0,,2
에스트래픽,234300,KR7234300002,0,,2
헥토파이낸셜,234340,KR7234340008,0,,2
녹십자웰빙,234690,KR7234690006,0,,2
자이글,234920,KR7234920007,0,,2
메드팩토,235980,KR7235980000,0,,2
슈프리마,236200,KR7236200002,0,,2
엔비티,236810,KR7236810008,0,,2
에스티팜,237690,KR7237690003,0,,2
피앤씨테크,237750,KR7237750005,0,,2
플레이디,237820,KR7237820006,0,,2
클리오,237880,KR7237880000,0,,2
앤디포스,238090,KR7238090005,0,,2
얼라인드,238120,KR7238120000,0,,2
비피도,238200,KR7238200000,0,,2
힘스,238490,KR7238490007,0,,2
줌인터넷,239340,KR7239340003,0,,2
에이치엘사이언스,239610,KR7239610009,0,,2
피엔에이치테크,239890,KR7239890007,0,,2
유진테크놀로지,240600,KR7240600007,0,,2
원익IPS,240810,KR7240810002,0,,2
DSC인베스트먼트,241520,KR7241520006,0,,2
유니테크노,241690,KR7241690007,0,,2
코스메카코리아,241710,KR7241710003,0,,2
메카로,241770,KR7241770007,0,,2
오션브릿지,241790,KR7241790005,0,,2
피씨엘,241820,KR7241820000,0,,2
에이스토리,241840,KR7241840008,0,,2
나무기술,242040,KR7242040004,0,,2
휴온스,243070,KR7243070000,0,,2
신흥에스이씨,243840,KR7243840006,0,,2
올리패스,244460,KR7244460002,0,,2
EDGC,245620,KR7245620000,0,,2
에스엘에스바이오,246250,KR7246250005,0,,2
TS인베스트먼트,246690,KR7246690002,0,,2
티앤알바이오팹,246710,KR7246710008,0,,2
아스타,246720,KR7246720007,0,,2
이노테라피,246960,KR7246960009,0,,2
에코프로비엠,247540,KR7247540008,0,,2
나노씨엠에스,247660,KR7247660004,0,,2
보라티알,250000,KR7250000007,0,,2
모비스,250060,KR7250060001,0,,2
예선테크,250930,KR7250930005,0,,2
바이오에프디엔씨,251120,KR7251120002,0,,2
와이엠티,251370,KR7251370003,0,,2
브이원텍,251630,KR7251630000,0,,2
펌텍코리아,251970,KR7251970000,0,,2
세화피앤씨,252500,KR7252500004,0,,2
샘씨엔에스,252990,KR7252990007,0,,2
스튜디오드래곤,253450,KR7253450001,0,,2
네오셈,253590,KR7253590004,0,,2
수젠텍,253840,KR7253840003,0,,2
자비스,254120,KR7254120009,0,,2
미래반도체,254490,KR7254490006,0,,2
SG,255220,KR7255220006,0,,2
야스,255440,KR7255440000,0,,2
한독크린텍,256150,KR7256150004,0,,2
포인트엔지니어링,256630,KR7256630005,0,,2
한국비엔씨,256840,KR7256840000,0,,2
케이피에스,256940,KR7256940008,0,,2
피엔티엠에스,257370,KR7257370007,0,,2
실리콘투,257720,KR7257720003,0,,2
케일럼,258610,KR7258610005,0,,2
소프트캠프,258790,KR7258790005,0,,2
세종메디칼,258830,KR7258830009,0,,2
엠플러스,259630,KR7259630002,0,,2
알리코제약,260660,KR7260660006,0,,2
씨티케이,260930,KR7260930003,0,,2
에스앤디,260970,KR7260970009,0,,2
덴티스,261200,KR7261200000,0,,2
차백신연구소,261780,KR7261780001,0,,2
에이프로,262260,KR7262260003,0,,2
아이퀘스트,262840,KR7262840002,0,,2
디케이앤디,263020,KR7263020000,0,,2
유틸렉스,263050,KR7263050007,0,,2
어스앤에어로스페이스,263540,KR7263540007,0,,2
덕우전자,263600,KR7263600009,0,,2
디알젬,263690,KR7263690000,0,,2
케어랩스,263700,KR7263700007,0,,2
디앤씨미디어,263720,KR7263720005,0,,2
펄어비스,263750,KR7263750002,0,,2
유에스티,263770,KR7263770000,0,,2
데이타솔루션,263800,KR7263800005,0,,2
상신전자,263810,KR7263810004,0,,2
지니언스,263860,KR7263860009,0,,2
휴엠앤씨,263920,KR7263920001,0,,2
유비쿼스,264450,KR7264450008,0,,2
씨앤지하이테크,264660,KR7264660002,0,,2
이랜시스,264850,KR7264850009,0,,2
AP시스템,265520,KR7265520007,0,,2
영화테크,265560,KR7265560003,0,,2
엔에프씨,265740,KR7265740001,0,,2
나인테크,267320,KR7267320000,0,,2
배럴,267790,KR7267790004,0,,2
매일유업,267980,KR7267980001,0,,2
셀리버리,268600,KR7268600004,0,,2
시스웍,269620,KR7269620001,0,,2
지오릿에너지,270520,KR7270520000,0,,2
에브리봇,270660,KR7270660004,0,,2
뉴트리,270870,KR7270870009,0,,2
팸텍,271830,KR7271830002,0,,2
케이엔제이,272110,KR7272110008,0,,2
이녹스첨단소재,272290,KR7272290008,0,,2
와이즈버즈,273060,KR7273060004,0,,2
와이엠텍,273640,KR7273640003,0,,2
켄코아에어로스페이스,274090,KR7274090000,0,,2
이노시뮬레이션,274400,KR7274400001,0,,2
에스에스알,275630,KR7275630002,0,,2
스코넥,276040,KR7276040003,0,,2
제주맥주,276730,KR7276730009,0,,2
린드먼아시아,277070,KR7277070009,0,,2
인산가,277410,KR7277410007,0,,2
레인보우로보틱스,277810,KR7277810008,0,,2
티에스아이,277880,KR7277880001,0,,2
천보,278280,KR7278280003,0,,2
HLB바이오스텝,278650,KR7278650007,0,,2
미디어젠,279600,KR7279600001,0,,2
레이크머티리얼즈,281740,KR7281740001,0,,2
금양그린파워,282720,KR7282720002,0,,2
코윈테크,282880,KR7282880004,0,,2
카이노스메드,284620,KR7284620002,0,,2
노바텍,285490,KR7285490009,0,,2
진영,285800,KR7285800009,0,,2
나노브릭,286750,KR7286750005,0,,2
제이시스메디칼,287410,KR7287410005,0,,2
브릿지바이오테라퓨틱스,288330,KR7288330004,0,,2
에스퓨얼셀,288620,KR7288620008,0,,2
모아데이타,288980,KR7288980006,0,,2
아이스크림에듀,289010,KR7289010001,0,,2
SV인베스트먼트,289080,KR7289080004,0,,2
자이언트스텝,289220,KR7289220006,0,,2
트윔,290090,KR7290090000,0,,2
대유에이피,290120,KR7290120005,0,,2
휴네시온,290270,KR7290270008,0,,2
대유,290380,KR7290380005,0,,2
신도기연,290520,KR7290520006,0,,2
디케이티,290550,KR7290550003,0,,2
신시웨이,290560,KR7290560002,0,,2
엘앤씨바이오,290650,KR7290650001,0,,2
네오펙트,290660,KR7290660000,0,,2
대보마그네틱,290670,KR7290670009,0,,2
소룩스,290690,KR7290690007,0,,2
푸드나무,290720,KR7290720002,0,,2
액트로,290740,KR7290740000,0,,2
엔피,291230,KR7291230001,0,,2
압타머사이언스,291650,KR7291650000,0,,2
핀텔,291810,KR7291810000,0,,2
카카오게임즈,293490,KR7293490009,0,,2
나우IB,293580,KR7293580007,0,,2
압타바이오,293780,KR7293780003,0,,2
이오플로우,294090,KR7294090006,0,,2
레몬,294140,KR7294140009,0,,2
쿠콘,294570,KR7294570007,0,,2
서남,294630,KR7294630009,0,,2
이노룰스,296640,KR7296640006,0,,2
씨에스베어링,297090,KR7297090003,0,,2
알로이스,297570,KR7297570004,0,,2
HB솔루션,297890,KR7297890006,0,,2
에스씨엠생명과학,298060,KR7298060005,0,,2
에이비엘바이오,298380,KR7298380007,0,,2
더네이쳐홀딩스,298540,KR7298540006,0,,2
슈어소프트테크,298830,KR7298830001,0,,2
하나기술,299030,KR7299030007,0,,2
더블유에스아이,299170,KR7299170001,0,,2
셀리드,299660,KR7299660001,0,,2
위지윅스튜디오,299900,KR7299900001,0,,2
베스파,299910,KR7299910000,0,,2
플리토,300080,KR7300080009,0,,2
라온피플,300120,KR7300120003,0,,2
바이브컴퍼니,301300,KR7301300000,0,,2
이노메트리,302430,KR7302430004,0,,2
리메드,302550,KR7302550009,0,,2
지니틱스,303030,KR7303030001,0,,2
프로티아,303360,KR7303360002,0,,2
이노뎁,303530,KR7303530000,0,,2
솔트룩스,304100,KR7304100001,0,,2
에스바이오메딕스,304360,KR7304360001,0,,2
피플바이오,304840,KR7304840002,0,,2
마이크로디지탈,305090,KR7305090003,0,,2
에스제이그룹,306040,KR7306040007,0,,2
네온테크,306620,KR7306620006,0,,2
아이엘사이언스,307180,KR7307180000,0,,2
원바이오젠,307280,KR7307280008,0,,2
국전약품,307750,KR7307750000,0,,2
비투엔,307870,KR7307870006,0,,2
컴퍼니케이,307930,KR7307930008,0,,2
바이젠셀,308080,KR7308080001,0,,2
까스텔바작,308100,KR7308100007,0,,2
오하임앤컴퍼니,309930,KR7309930006,0,,2
LB인베스트먼트,309960,KR7309960003,0,,2
애니플러스,310200,KR7310200001,0,,2
보로노이,310210,KR7310210000,0,,2
디와이씨,310870,KR7310870001,0,,2
지오엘리먼트,311320,KR7311320006,0,,2
네오크레마,311390,KR7311390009,0,,2
CJ 바이오사이언스,311690,KR7311690002,0,,2
에이에프더블류,312610,KR7312610009,0,,2
윌링스,313760,KR7313760001,0,,2
지놈앤컴퍼니,314130,KR7314130006,0,,2
알피바이오,314140,KR7314140005,0,,2
바이오다인,314930,KR7314930009,0,,2
딥노이드,315640,KR7315640003,0,,2
라닉스,317120,KR7317120004,0,,2
TS트릴리온,317240,KR7317240000,0,,2
덕산테코피아,317330,KR7317330009,0,,2
캐리소프트,317530,KR7317530004,0,,2
퀀타매트릭스,317690,KR7317690006,0,,2
엑스페릭스,317770,KR7317770006,0,,2
에스피시스템스,317830,KR7317830008,0,,2
대모,317850,KR7317850006,0,,2
엔바이오니아,317870,KR7317870004,0,,2
KBG,318000,KR7318000007,0,,2
팜스빌,318010,KR7318010006,0,,2
포인트모바일,318020,KR7318020005,0,,2
셀바이오휴먼텍,318160,KR7318160009,0,,2
비비씨,318410,KR7318410008,0,,2
현대무벡스,319400,KR7319400008,0,,2
피에스케이,319660,KR7319660007,0,,2
윈텍,320000,KR7320000003,0,,2
프로이천,321260,KR7321260002,0,,2
센서뷰,321370,KR7321370009,0,,2
티움바이오,321550,KR7321550006,0,,2
와이더플래닛,321820,KR7321820003,0,,2
티라유텍,322180,KR7322180001,0,,2
오로스테크놀로지,322310,KR7322310004,0,,2
제이엘케이,322510,KR7322510009,0,,2
코퍼스코리아,322780,KR7322780008,0,,2
엠에프엠코리아,323230,KR7323230003,0,,2
태성,323280,KR7323280008,0,,2
박셀바이오,323990,KR7323990002,0,,2
RF머트리얼즈,327260,KR7327260006,0,,2
루닛,328130,KR7328130000,0,,2
솔트웨어,328380,KR7328380001,0,,2
위더스제약,330350,KR7330350000,0,,2
스톤브릿지벤처스,330730,KR7330730003,0,,2
네패스아크,330860,KR7330860008,0,,2
포커스에이치엔에스,331380,KR7331380006,0,,2
밸로프,331520,KR7331520007,0,,2
셀레믹스,331920,KR7331920009,0,,2
누보,332290,KR7332290006,0,,2
아이디피,332370,KR7332370006,0,,2
와이팜,332570,KR7332570001,0,,2
모코엠시스,333050,KR7333050003,0,,2
일승,333430,KR7333430007,0,,2
엔시스,333620,KR7333620003,0,,2
프레스티지바이오로직스,334970,KR7334970001,0,,2
프리시젼바이오,335810,KR7335810008,0,,2
윙스풋,335870,KR7335870002,0,,2
비올,335890,KR7335890000,0,,2
웨이버스,336060,KR7336060009,0,,2
원텍,336570,KR7336570007,0,,2
브랜드엑스코퍼레이션,337930,KR7337930002,0,,2
뷰노,338220,KR7338220007,0,,2
와이바이오로직스,338840,KR7338840002,0,,2
아이비김영,339950,KR7339950008,0,,2
다보링크,340360,KR7340360007,0,,2
세림B&G,340440,KR7340440007,0,,2
티앤엘,340570,KR7340570001,0,,2
씨유박스,340810,KR7340810001,0,,2
유일에너테크,340930,KR7340930007,0,,2
이노진,344860,KR7344860002,0,,2
센코,347000,KR7347000002,0,,2
라이프시맨틱스,347700,KR7347700007,0,,2
피엔케이피부임상연구센타,347740,KR7347740003,0,,2
핌스,347770,KR7347770000,0,,2
알체라,347860,KR7347860009,0,,2
엠투아이,347890,KR7347890006,0,,2
모비릭스,348030,KR7348030008,0,,2
큐라티스,348080,KR7348080003,0,,2
고바이오랩,348150,KR7348150004,0,,2
넥스틴,348210,KR7348210006,0,,2
뉴로메카,348340,KR7348340001,0,,2
위드텍,348350,KR7348350000,0,,2
엔켐,348370,KR7348370008,0,,2
에스에이티이엔지,351320,KR7351320007,0,,2
이삭엔지니어링,351330,KR7351330006,0,,2
스톰테크,352090,KR7352090005,0,,2
씨앤씨인터내셔널,352480,KR7352480008,0,,2
씨앤투스,352700,KR7352700009,0,,2
클리노믹스,352770,KR7352770002,0,,2
오비고,352910,KR7352910004,0,,2
인바이오,352940,KR7352940001,0,,2
휴럼,353190,KR7353190002,0,,2
오토앤,353590,KR7353590003,0,,2
이지바이오,353810,KR7353810005,0,,2
엔젠바이오,354200,KR7354200008,0,,2
알멕,354320,KR7354320004,0,,2
코스텍시스,355150,KR7355150004,0,,2
크라우드웍스,355390,KR7355390006,0,,2
에이텀,355690,KR7355690009,0,,2
엑스게이트,356680,KR7356680009,0,,2
티엘비,356860,KR7356860007,0,,2
싸이버원,356890,KR7356890004,0,,2
에이치피오,357230,KR7357230002,0,,2
석경에이티,357550,KR7357550003,0,,2
아모센스,357580,KR7357580000,0,,2
솔브레인,357780,KR7357780006,0,,2
비트나인,357880,KR7357880004,0,,2
지아이이노베이션,358570,KR7358570000,0,,2
씨엔알리서치,359090,KR7359090008,0,,2
탑머티리얼,360070,KR7360070007,0,,2
제노코,361390,KR7361390008,0,,2
알비더블유,361570,KR7361570005,0,,2
삼영에스앤씨,361670,KR7361670003,0,,2
청담글로벌,362320,KR7362320004,0,,2
진시스템,363250,KR7363250002,0,,2
모비데이즈,363260,KR7363260001,0,,2
큐라클,365270,KR7365270008,0,,2
에스와이스틸텍,365330,KR7365330000,0,,2
성일하이텍,365340,KR7365340009,0,,2
하이딥,365590,KR7365590009,0,,2
브이씨,365900,KR7365900000,0,,2
공구우먼,366030,KR7366030005,0,,2
플래티어,367000,KR7367000007,0,,2
아이씨에이치,368600,KR7368600003,0,,2
파이버프로,368770,KR7368770004,0,,2
오에스피,368970,KR7368970000,0,,2
블리츠웨이,369370,KR7369370002,0,,2
퓨런티어,370090,KR7370090003,0,,2
풍원정밀,371950,KR7371950007,0,,2
윤성에프앤씨,372170,KR7372170001,0,,2
하나머스트7호스팩,372290,KR7372290007,0,,2
큐로셀,372320,KR7372320002,0,,2
아이티아이즈,372800,KR7372800003,0,,2
엠아이큐브솔루션,373170,KR7373170000,0,,2
하인크코리아,373200,KR7373200005,0,,2
피코그램,376180,KR7376180006,0,,2
LB루셈,376190,KR7376190005,0,,2
씨유테크,376290,KR7376290003,0,,2
디어유,376300,KR7376300000,0,,2
노을,376930,KR7376930004,0,,2
원티드랩,376980,KR7376980009,0,,2
맥스트,377030,KR7377030002,0,,2
프롬바이오,377220,KR7377220009,0,,2
이지트로닉스,377330,KR7377330006,0,,2
하이제6호스팩,377400,KR7377400007,0,,2
리파인,377450,KR7377450002,0,,2
위니아에이드,377460,KR7377460001,0,,2
마음AI,377480,KR7377480009,0,,2
삼성스팩4호,377630,KR7377630009,0,,2
필에너지,378340,KR7378340004,0,,2
샤페론,378800,KR7378800007,0,,2
삼성머스트스팩5호,380320,KR7380320002,0,,2
옵티코어,380540,KR7380540005,0,,2
지아이텍,382480,KR7382480002,0,,2
지앤비에스 에코,382800,KR7382800001,0,,2
원준,382840,KR7382840007,0,,2
범한퓨얼셀,382900,KR7382900009,0,,2
에코프로에이치엔,383310,KR7383310000,0,,2
디티앤씨알오,383930,KR7383930005,0,,2
코어라인소프트,384470,KR7384470001,0,,2
한화플러스제2호스팩,386580,KR7386580005,0,,2
지투파워,388050,KR7388050007,0,,2
유일로보틱스,388720,KR7388720005,0,,2
라이콤,388790,KR7388790008,0,,2
유진스팩7호,388800,KR7388800005,0,,2
파로스아이바이오,388870,KR7388870008,0,,2
